feature,label
"American Dynamics ADCBW0922CU - Discover WDR Clear Dome - 504 TVL, 9~22mm Black    American Dynamics ADCBW0922CU - Discover WDR Clear Dome - 504 TVL, 9~22mm Black The Discover series of Mini-Domes delivers a vandal resistant†camera solution at a non-vandal resistant price. This series of†high performance mini-domes includes high impact, vandal†resistant dome housings built to withstand even the harshest†environments. Unlike other dome housings in the industry,†which are made of metal, the Discover series housing is made†with extremely durable composite and polycarbonate materials†that have ìshape memoryî. The †Discover housing comes†with a choice of clear or tinted vandal resistant bubbles and†includes a bubble liner to make it more covert. An advanced†pivoting axis lets you position the camera at exactly the angle†you need, while optimal white balance provides the clearest,†most color-perfect images possible. † † With three different types of mini-domes to choose from, thereís†a Discover solution just right for your particular requirements. † † The Discover wide dynamic range (WDR) mini-dome uses over†504 lines of resolution and a pixel-by-pixel shutter speed that†lets you see better in areas where both very bright and dark†areas exist, such as an entranceway. This model also features†up to a 2x digital zoom to get an even closer view of the action. †Night-Saver mode improves performance in low light situations,†automatically switching from color to monochrome as light†dims, and reverting back to color once light is restored. The†WDR mini-dome also includes a DVR-Saver mode which helps†conserve valuable hard drive space, reducing the size of video†files by up to 30% when used with an Intellex digital video†management system. † † The Discover high resolution mini-dome has 540 TVL and also†includes a user-selectable Night-Saver mode. For challenging†lighting environments, a selectable expanded auto white†balance mode is available. Vivid colors and powerful low light†performance provide some of the best images available on the†market today. † † The True Day/Night model incorporates a moving IR cut filter†and switches automatically from color to monochrome to†provide enhanced IR-sensitive night viewing. † † The Discover series includes a drone optionówhich looks†like a mini-dome from the outside but without a camera†insideóand is perfect for crime deterrence at an even greater†cost savings. † Features:  High-impact, vandal resistant housing that retains shape even after forceful impact† Advanced pivoting axis provides greater viewing flexibility Three auto iris lens options for better image quality and improved low-light performance Multiple camera options, including WDR model with latest PiximÆ technology* Night-Saver mode for extreme low-light conditions (high resolution & WDR models only) Easy installation with eight mounting options (surface, flush, pendant, wall, wall-pole, wall-exterior corner, inside corner, electrical box)*  † † Product Downloads  Discover Indoor / Outdoor Mini Dome Data Sheet  †",safety/security/surveillance home/business safety/security/surveillance home/business surveillance equipment
Philadelphia Eagles WinCraft Seat Cushion Cheer on your Philadelphia Eagles with some extra-added comfort with this seat cushion from WinCraft. This Philadelphia Eagles-themed cushion comes with printed graphics and foam filling that will keep you comfortable in the stands. It also comes with an easy-to-carry handle so you can bring it anywhere you want to show some Philadelphia Eagles pride.,household/office furniture/furnishings fabric/textile furnishings household/office fabric/textile furnishings
San Jose State Spartans Ladies Paint Strokes V-Neck T-Shirt - Royal Blue Don't be afraid to get a little messy for your Spartans spirit when you don this fashionable Paint Strokes tee. It features the team name and logo with paint splatters at the hem for a creatively feminine take on your team style!,clothing clothing upper body wear/tops
"Army Black Knights 4-Photograph Framed Collage The Army Black Knights framed collectible features a four color photograph collage and laser cut Black Knights logo art. It comes double matted in team colors and framed in black wood. It is officially licensed by the CLC and the US Military Academy. It measures 12"" x 14"" x 1"" and comes ready to hang in your home or office.",audio visual/photography photography/optics photography
"Baltimore Ravens Women's Arboretum Breast Cancer Awareness Full Zip Fleece Jacket - Pink Show your support for the Baltimore Ravens while helping a great cause with this Arboretum Breast Cancer Awareness jacket from Cutter & Buck. It features a team logo and pink ribbon embroidered on the left chest, as well as cute ruching on the sides. It also comes equipped with a cozy fleece lining for those chillier days in the stands. With part of the proceeds going towards finding a cure, this jacket is one piece of Baltimore Ravens gear you can feel especially good about wearing!<br><br>100% of the NFL's proceeds from Pink product sales go to the American Cancer Society. For further information, please visit <a href=""http://www.nfl.com/pink"" target=""_blank"">www.NFL.com/Pink.</a>.",clothing clothing upper body wear/tops
"Washington State Cougars Midsize Arch Pullover Hoodie - White Celebrate your Washington State Cougars fandom when it gets cold outside with this Midsize Arch hoodie! This cozy hoodie features a bold Washington State Cougars graphic on the front and a drawstring hood. It also has rib-knit details, fleece lining and a front pouch pocket for added comfort during those chilly Washington State Cougars games.",clothing clothing upper body wear/tops
Loyola Marymount Lions Youth Distressed Logo Vintage Pullover Hoodie - Gunmetal Your young fan won't be afraid to get a little rough-and-tumble when supporting their team with this vintage graphic hoodie featuring a prominent distressed logo on the chest!,clothing clothing upper body wear/tops
"Society43 Montana Grizzlies Signature Series Reflective Sunglasses - Maroon It takes a certain type of fan to be able to pull off that unique Grizzlies-infused swagger and you have got it goiní on! Strut your stylish stuff with these Signature Series Reflective sunglasses from Society43. They boast vibrant team-colored frames and bold printed Montana logos on the sides. They also feature comfortable flex hinges that wonít harm your noggin, a reflective metallic coating over the lenses for extra UV protection and a handy drawstring storage bag, so you can transport them without causing any unwanted damage. Slap these super fly sunglasses on your beautiful face	 not even the sun can knock your fine Montana spirit down!",healthcare health treatments/aids sensory organs care/treatments
"Oklahoma State Cowboys College Vault 3' x 5' Flag - Orange During the season, you love letting the entire neighborhood know that youíre a huge Oklahoma State fan! With this College Vault 3í x 5í one-sided flag, you can do it in retro style. This team-colored flag boasts a team wordmark, the school name and a throwback Cowboys logo. All of the graphics are accented with a distressed look, so you can have a truly classic display of Oklahoma State spirit for all to see!",household/office furniture/furnishings ornamental furnishings decorative banners/flags
"Denver Broncos '47 Brand Striped Palmer Cuffed Knit Hat ñ Gray Celebrate your Denver Broncos fandom with this Palmer cuffed knit hat from '47 Brand! The cold weather is on its way, so be prepared in style with this Denver Broncos knit hat! This classic style of this super-soft and warm hat is adorned with sweet Denver Broncos graphics and cool color accents for a winning winter look!",clothing clothing clothing accessories
"walimex Shooting Table Basic L, working level 80cm walimex Shooting Table Basic L, working level 80cm",audio visual/photography photography/optics photography
"The Game Danica Patrick Craze Adjustable Hat - Camo Your favorite part of any race is watching Danica Patrick capture the checkered flag. Make sure you donít miss it because of the glare from the sun with this Craze adjustable hat from The Game. It features ìDanicaî lettering and #10 embroidered on the crown. With this hat, youíll look and feel great while cheering on Danica Patrick.",clothing clothing clothing accessories
"Top of the World Tennessee Volunteers Premium One-Fit Hat - Black You like to boast your Tennessee pride no matter where you go. Who can blame you? The Volunteers are something to be proud of! Show the world your Tennessee team spirit with this Premium One-Fit cap from Top of the World! Featuring a 3D school wordmark embroidered on the crown and an embroidered team logo on the back, this cap will make you the most valuable fan at the next big game! S/M fits 6 3/4 - 7 1/8. L/XL fits 7 1/4 - 7 5/8. Sizes are approximate.",clothing clothing clothing accessories
Rhythm Traders Pro Djembes w/FREE bag,personal accessories personal accessories personal carriers/accessories
"JBJ Nano Cube RL Rimless Biotope Aquarium - 8 Gallon  Simple, Elegant and Assertive. The new JBJ rimless aquarium series sets a new standard in nano reefing . The RL-8 is designed for bigger visual impact for desktops, night stands and larger kitchen counters.†",pet care/food pet care pet accessories
HP 340745-003 20/40-GB DLT4000 SCSI SE Description:20/40GB DLT4000 SCSI/SE StndAlone Int   Option Part# 340745-003,computing computers/video games computer components
"raw metal whale cubby   This piece will blow you away! Made from raw metal, this whale shaped cubby is a great way to add a quirky focal point in your room while displaying your favorite books and knick-knacks. 60"" x 8"" x 19""t shipping",household/office furniture/furnishings household/office furniture display stands
Blagdon InPond Ceramic Filter Media Blagdon Ceramic Biological Filter Media is excellent for filtration because the ceramic rings have good surface...,pet care/food pet care pet accessories
